feedback_id,enrollment_id,feedback_score,comment,submitted_date
642,37496316,7,Stimulating discussions,20/06/2023
643,37475721,10,Engaging lectures,27/06/2023
644,57623423,8,Excellent resources,22/06/2023
645,47509145,7,Well-structured modules,22/04/2023
646,29310828,6,Well-structured modules,31/07/2023
647,41647155,2,Opportunities for research,07/03/2023
648,80357686,7,Comprehensive syllabus,18/04/2023
649,48952251,10,Opportunities for research,07/04/2023
650,70829972,9,,23/04/2023
651,70187366,1,Comprehensive syllabus,15/06/2023
652,72160042,10,Challenging assignments,30/07/2023
653,69086915,3,Collaborative projects,21/07/2023
654,89006147,9,Timely feedback provided,27/05/2023
655,71098683,7,Career-focused learning,08/10/2023
656,58351241,10,,07/01/2023
657,86600999,1,Stimulating discussions,07/09/2023
658,47902717,7,Promotes independent learning.,06/12/2023
659,86799604,5,Promotes independent learning.,22/06/2023
660,60907682,3,Promotes independent learning.,05/04/2023
661,75937232,2,Opportunities for research,15/05/2023
662,59411231,1,,06/08/2023
663,20725256,6,Encourages critical thinking,05/02/2023
664,80157141,10,Stimulating discussions,06/08/2023
665,91369082,6,,13/05/2023
666,48198454,10,Engaging lectures,22/04/2023
667,83898378,4,,07/11/2023
668,52414422,9,Encourages critical thinking,18/06/2023
669,98717525,5,,30/07/2023
670,72142546,7,Promotes independent learning.,13/07/2023
671,13877740,10,Challenging assignments,07/10/2023
672,93971469,3,Engaging lectures,23/07/2023
673,68473498,1,Supportive instructors,19/05/2023
674,15816296,3,Career-focused learning,07/02/2023
675,41900745,8,Promotes independent learning.,08/01/2023
676,70499724,8,Supportive instructors,20/04/2023
677,47657528,3,,07/03/2023
678,40342615,7,Collaborative projects,08/04/2023
679,32745626,3,Career-focused learning,05/12/2023
680,20165363,2,Well-structured modules,16/05/2023
681,41934664,3,Well-structured modules,06/07/2023
682,52910482,10,,22/07/2023
683,19484080,7,Encourages critical thinking,07/05/2023
684,27614298,1,,17/08/2023
685,35067570,5,Supportive instructors,17/07/2023
686,80195393,8,Opportunities for research,05/03/2023
687,16910439,9,Relevant coursework,05/09/2023
688,31112245,1,Promotes independent learning.,20/04/2023
689,92721945,7,Interesting case studies,08/06/2023
690,36077640,5,Up-to-date content,06/12/2023
691,56693432,7,Supportive instructors,23/05/2023
692,87945381,5,,07/06/2023
693,31865651,10,Interesting case studies,08/01/2023
694,41664829,6,Well-structured modules,18/05/2023
695,38055022,2,Interesting case studies,16/08/2023
696,46452484,10,Strong industry connections,22/07/2023
697,47025331,8,,22/04/2023
698,35987224,7,Timely feedback provided,06/03/2023
699,38524115,2,,30/07/2023
700,65011587,9,Interesting case studies,07/12/2023
701,35965206,7,,08/01/2023
702,84686536,4,Challenging assignments,17/06/2023
703,21360876,3,Encourages critical thinking,15/05/2023
704,55005601,5,Collaborative projects,28/07/2023
705,21169475,7,,22/07/2023
706,56214526,8,Diverse assessment methods,22/06/2023
707,77772251,9,,25/07/2023
708,12202032,9,Stimulating discussions,05/09/2023
709,81340445,1,,06/08/2023
710,81868354,8,Comprehensive syllabus,07/07/2023
711,94566591,1,,06/04/2023
712,63891284,3,,19/04/2023
713,55727968,8,Supportive instructors,15/07/2023
714,64484208,1,Encourages critical thinking,05/03/2023
715,33857365,4,Up-to-date content,06/10/2023
716,37904953,1,Clear learning objectives,06/08/2023
717,19751194,1,Up-to-date content,07/02/2023
718,58254027,2,Comprehensive syllabus,15/06/2023
719,74506996,7,Collaborative projects,19/04/2023
720,95751720,5,,25/06/2023
721,59078205,6,Good practical application,07/01/2023
722,59199256,8,Interesting case studies,08/11/2023
723,65295352,1,,20/06/2023
724,95521976,10,Relevant coursework,18/05/2023
725,23956901,3,,24/05/2023
726,87331803,9,Diverse assessment methods,08/06/2023
727,17760006,9,Challenging assignments,17/07/2023
728,48627652,7,Challenging assignments,08/11/2023
729,99693122,4,Relevant coursework,17/06/2023
730,79069652,6,,13/08/2023
731,80036703,2,Diverse assessment methods,23/05/2023
732,70248666,6,Good practical application,27/05/2023
733,94365399,7,Clear learning objectives,14/06/2023
734,56419467,1,Well-structured modules,06/12/2023
735,57219825,7,Opportunities for research,08/11/2023
736,48809013,4,Up-to-date content,08/05/2023
737,95618795,9,,30/07/2023
738,77315712,1,,17/06/2023
739,32035675,4,,13/05/2023
740,65922715,3,,20/06/2023
741,15556481,8,Up-to-date content,07/02/2023
742,46046428,10,Good practical application,21/06/2023
743,84642296,9,Interesting case studies,24/05/2023
744,83570025,1,Promotes independent learning.,05/03/2023
745,99863941,9,,07/11/2023
746,46396027,5,Encourages critical thinking,07/08/2023
747,11339956,3,Timely feedback provided,19/06/2023
748,87655032,10,Timely feedback provided,05/01/2023
749,87985334,8,Interesting case studies,14/08/2023
750,38170465,9,Strong industry connections,30/04/2023
751,45046447,4,Diverse assessment methods,15/05/2023
752,52909197,10,Stimulating discussions,19/05/2023
753,14125730,2,Supportive instructors,06/05/2023
754,49619681,4,,13/06/2023
755,50471091,6,Comprehensive syllabus,26/07/2023
756,88204328,1,,07/02/2023
757,58534055,1,Comprehensive syllabus,17/08/2023
758,88459737,7,,24/07/2023
759,50586165,10,Diverse assessment methods,07/01/2023
760,84082975,3,Up-to-date content,05/02/2023
761,76070685,7,Challenging assignments,15/08/2023
762,30311493,3,Interesting case studies,07/06/2023
763,16341447,6,Opportunities for research,14/06/2023
764,78665098,4,Timely feedback provided,13/07/2023
765,22185031,6,Strong industry connections,29/07/2023
766,15649282,3,Encourages critical thinking,18/05/2023
767,81461779,10,Career-focused learning,16/06/2023
768,31381570,10,Diverse assessment methods,29/04/2023
769,93469121,9,Timely feedback provided,17/06/2023
770,29991839,9,Encourages critical thinking,07/12/2023
771,26220569,6,Career-focused learning,05/11/2023
772,89734945,6,Relevant coursework,15/06/2023
773,92718748,9,Clear learning objectives,15/05/2023
774,46628311,10,,18/04/2023
775,76877715,9,Excellent resources,16/07/2023
776,35766227,5,Interesting case studies,28/04/2023
777,67521998,5,Good practical application,16/06/2023
778,68267996,9,Supportive instructors,22/06/2023
779,94600455,2,Career-focused learning,22/07/2023
780,66360774,1,Up-to-date content,06/01/2023
781,26553245,9,,07/09/2023
782,88921876,5,Career-focused learning,14/06/2023
783,90092848,10,Timely feedback provided,19/06/2023
784,65978126,8,Comprehensive syllabus,07/08/2023
785,57481948,1,,18/05/2023
786,23824054,3,,31/07/2023
787,60041428,6,,07/02/2023
788,38762267,1,Promotes independent learning.,14/07/2023
789,69634383,3,Up-to-date content,30/05/2023
790,19406136,2,Excellent resources,08/07/2023
791,58431685,4,Interesting case studies,21/06/2023
792,66967943,5,Well-structured modules,28/06/2023
793,15399773,2,,07/07/2023
794,14924560,9,,16/08/2023
795,37399296,1,Supportive instructors,08/12/2023
796,88707400,9,Comprehensive syllabus,16/05/2023
797,17453237,10,,08/04/2023
798,52071360,9,Encourages critical thinking,16/08/2023
799,90528527,10,Strong industry connections,05/08/2023
800,61642612,5,,18/05/2023
801,93285131,8,Encourages critical thinking,20/06/2023
802,24461475,8,,07/12/2023
803,44179469,5,Diverse assessment methods,06/05/2023
804,16923405,1,Excellent resources,21/07/2023
805,21508228,3,Diverse assessment methods,15/07/2023
806,80713681,8,Collaborative projects,24/06/2023
807,64764889,9,Engaging lectures,20/06/2023
808,71226089,3,,05/03/2023
809,93575190,5,,23/04/2023
810,22449369,6,Strong industry connections,18/04/2023
811,43142798,2,Interesting case studies,23/06/2023
812,72996331,6,Excellent resources,07/08/2023
813,66695294,3,Excellent resources,19/04/2023
814,58232977,6,,16/08/2023
815,67504771,4,Opportunities for research,08/09/2023
816,70404169,8,Timely feedback provided,22/07/2023
817,49764053,4,Well-structured modules,07/10/2023
818,52240723,8,Strong industry connections,31/07/2023
819,37333077,3,,24/05/2023
820,66957219,9,Stimulating discussions,08/02/2023
821,40245701,8,Supportive instructors,18/05/2023
822,97484872,3,Collaborative projects,23/06/2023
823,65048642,5,Comprehensive syllabus,07/01/2023
824,92794580,6,,23/05/2023
825,69178223,9,Collaborative projects,17/07/2023
826,54959404,6,Comprehensive syllabus,20/07/2023
827,56541188,10,Supportive instructors,07/04/2023
828,16245796,3,Clear learning objectives,08/11/2023
829,75456323,9,Collaborative projects,18/06/2023
830,52928671,7,,07/11/2023
831,36539243,5,Relevant coursework,19/07/2023
832,61204006,3,,15/05/2023
833,52225309,3,Engaging lectures,25/07/2023
834,55078453,1,Well-structured modules,24/05/2023
835,42817129,9,Challenging assignments,07/10/2023
836,83305280,10,Good practical application,27/06/2023
837,77403578,10,Promotes independent learning.,24/07/2023
838,56043595,7,Well-structured modules,07/08/2023
839,73794972,9,Collaborative projects,28/07/2023
840,75614172,1,Relevant coursework,27/07/2023
841,77991949,4,Opportunities for research,27/07/2023
842,97664331,10,Good practical application,31/07/2023
843,64338398,9,Collaborative projects,14/05/2023
844,93984543,7,Opportunities for research,08/10/2023
845,72800479,9,Collaborative projects,08/11/2023
846,13065156,4,Strong industry connections,07/05/2023
847,38354550,10,Challenging assignments,19/05/2023
848,21974881,2,,27/06/2023
849,55853278,8,Good practical application,28/04/2023
850,58042213,10,Excellent resources,18/04/2023
851,95624172,9,,21/04/2023
852,83598396,10,Well-structured modules,23/05/2023
853,52797983,6,Opportunities for research,24/06/2023
854,57219908,4,Interesting case studies,29/05/2023
855,83989271,6,Up-to-date content,05/01/2023
856,21840884,10,Engaging lectures,14/07/2023
857,83683466,1,Collaborative projects,07/09/2023
858,51120214,3,Interesting case studies,06/11/2023
859,42399121,10,,06/06/2023
860,54812472,4,Relevant coursework,19/06/2023
861,55121907,4,Supportive instructors,21/06/2023
862,99068931,2,,19/05/2023
863,35149547,6,,20/07/2023
864,62991032,7,Challenging assignments,13/07/2023
865,37830992,9,,21/06/2023
866,85024505,9,,28/04/2023
867,59966688,5,Interesting case studies,23/04/2023
868,66904299,9,Opportunities for research,26/06/2023
869,16882169,10,Supportive instructors,08/12/2023
870,13933089,7,Collaborative projects,06/10/2023
871,63628593,10,Diverse assessment methods,08/03/2023
872,83146384,2,Clear learning objectives,28/06/2023
873,86231362,10,Supportive instructors,05/12/2023
874,63700548,2,Comprehensive syllabus,18/05/2023
875,43213300,2,Excellent resources,29/05/2023
876,44381315,1,,08/06/2023
877,92381268,6,,26/05/2023
878,46396545,4,Interesting case studies,07/11/2023
879,73111014,3,Up-to-date content,27/06/2023
880,82636465,6,Well-structured modules,26/05/2023
881,22013389,9,Interesting case studies,06/11/2023
882,30684565,2,Strong industry connections,14/05/2023
883,47519755,3,Collaborative projects,26/06/2023
884,56198873,2,Diverse assessment methods,26/07/2023
885,25965498,4,Diverse assessment methods,07/12/2023
886,83156925,7,Promotes independent learning.,24/06/2023
887,41658221,1,Supportive instructors,07/08/2023
888,30100220,2,,29/05/2023
889,71864372,6,Engaging lectures,16/05/2023
890,39231789,3,Stimulating discussions,26/06/2023
891,30023226,10,Up-to-date content,20/04/2023
892,15074959,9,Relevant coursework,28/07/2023
893,69689148,9,Encourages critical thinking,19/07/2023
894,41213316,2,,14/07/2023
895,24077255,4,,05/06/2023
896,32412624,6,,06/09/2023
897,40655155,6,Supportive instructors,05/12/2023
898,23838645,4,Stimulating discussions,08/07/2023
899,93006989,7,Clear learning objectives,08/07/2023
900,53516064,5,Good practical application,08/04/2023
901,91434822,1,Relevant coursework,27/05/2023
902,92410629,10,Encourages critical thinking,30/04/2023
903,11919458,6,Challenging assignments,08/10/2023
904,87084094,1,Challenging assignments,05/06/2023
905,85663360,6,Timely feedback provided,08/05/2023
906,69529278,3,Excellent resources,05/11/2023
907,62821643,4,,26/05/2023
908,69569287,10,Encourages critical thinking,06/12/2023
909,87773130,10,Up-to-date content,07/10/2023
910,87018971,2,Career-focused learning,07/06/2023
911,25646021,6,Good practical application,05/07/2023
912,82213071,3,Career-focused learning,16/06/2023
913,21351314,8,Opportunities for research,20/07/2023
914,22551149,3,Well-structured modules,23/05/2023
915,43606336,1,Interesting case studies,13/06/2023
916,55732392,7,,07/01/2023
917,19210227,9,,08/06/2023
918,80960358,6,Strong industry connections,21/04/2023
919,28426881,2,Supportive instructors,20/06/2023
920,17936681,8,Excellent resources,22/07/2023
921,63960433,7,Collaborative projects,15/07/2023
922,90890691,6,Excellent resources,05/10/2023
923,68664858,5,,06/04/2023
924,92139342,4,Promotes independent learning.,15/08/2023
925,93510784,6,Comprehensive syllabus,28/06/2023
926,38919843,1,Well-structured modules,06/11/2023
927,95640054,2,,06/10/2023
928,81740232,2,Clear learning objectives,06/02/2023
929,39731268,9,Challenging assignments,07/02/2023
930,74666647,9,Excellent resources,08/07/2023
931,44043364,9,Opportunities for research,31/05/2023
932,82943067,5,Encourages critical thinking,17/07/2023
933,86545839,8,,23/06/2023
934,66685450,6,Up-to-date content,07/06/2023
935,80964563,4,Diverse assessment methods,08/08/2023
936,51635654,3,Opportunities for research,08/12/2023
937,86833873,7,,08/04/2023
938,71080109,2,,06/08/2023
939,14033638,6,Strong industry connections,13/08/2023
940,76753232,4,Relevant coursework,16/08/2023
941,42444707,7,,26/07/2023
942,48819676,9,Supportive instructors,30/07/2023
943,22381806,10,Supportive instructors,24/07/2023
944,25829378,9,,05/05/2023
945,15089487,1,Career-focused learning,22/06/2023
946,47465572,9,Diverse assessment methods,22/04/2023
947,92537296,5,,20/06/2023
948,90865483,1,Diverse assessment methods,06/08/2023
949,44745596,5,Excellent resources,06/01/2023
950,90772492,8,Stimulating discussions,08/12/2023
951,60427609,4,,06/07/2023
952,13460713,8,Timely feedback provided,05/11/2023
953,52164807,6,,15/07/2023
954,76660330,5,Well-structured modules,14/06/2023
955,16834139,4,Comprehensive syllabus,05/09/2023
956,78240570,6,Promotes independent learning.,08/01/2023
957,41448249,10,Engaging lectures,06/06/2023
958,84995028,9,Interesting case studies,16/08/2023
959,91513976,2,Challenging assignments,07/02/2023
960,18569258,9,Comprehensive syllabus,20/07/2023
961,83240652,10,Promotes independent learning.,07/10/2023
962,84372246,4,Stimulating discussions,06/12/2023
963,26861868,5,,13/06/2023
964,60040285,5,Promotes independent learning.,29/07/2023
965,22579521,5,Timely feedback provided,08/12/2023
966,37623438,5,,07/04/2023
967,36964907,4,Career-focused learning,05/08/2023
968,79945698,8,,06/07/2023
969,88068270,5,Collaborative projects,15/07/2023
970,70244188,5,Relevant coursework,24/05/2023
971,71093449,8,,19/04/2023
972,64600526,1,,08/05/2023
973,80987449,4,Diverse assessment methods,31/07/2023
974,24797566,9,Relevant coursework,21/07/2023
975,33199043,10,Clear learning objectives,05/06/2023
976,76431126,4,Supportive instructors,06/03/2023
977,80794900,7,Engaging lectures,19/05/2023
978,69945289,1,,08/11/2023
979,85120501,6,Collaborative projects,29/04/2023
980,49571614,7,Promotes independent learning.,27/07/2023
981,96364175,7,,15/07/2023
982,88503634,4,Excellent resources,05/12/2023
983,30640643,7,Challenging assignments,24/06/2023
984,32345512,2,Comprehensive syllabus,25/05/2023
985,60394144,8,Clear learning objectives,06/12/2023
986,25234314,2,Comprehensive syllabus,08/11/2023
987,14665317,5,Engaging lectures,08/09/2023
988,48144365,3,,06/11/2023
989,87880197,9,Strong industry connections,13/05/2023
990,94170761,6,Engaging lectures,17/08/2023
991,25522002,10,Excellent resources,08/04/2023
992,34280057,2,Career-focused learning,05/01/2023
993,80992423,7,Excellent resources,08/12/2023
994,28358736,8,Well-structured modules,31/05/2023
995,59971197,1,Career-focused learning,27/06/2023
996,52798419,6,Opportunities for research,19/04/2023
997,27043294,2,,14/07/2023
998,67987957,7,Diverse assessment methods,19/06/2023
999,37748492,6,Collaborative projects,08/03/2023
1000,26749078,7,Strong industry connections,24/06/2023
1001,83052085,4,Timely feedback provided,06/08/2023
1002,34442321,2,Encourages critical thinking,15/05/2023
1003,52371426,9,Career-focused learning,21/06/2023
1004,79611674,4,Opportunities for research,22/05/2023
1005,30519403,5,Stimulating discussions,25/06/2023
1006,55961351,3,Supportive instructors,19/04/2023
1007,36278193,2,Challenging assignments,17/05/2023
1008,99770173,2,,04/08/2023
1009,45963402,8,,03/07/2023
1010,72918108,6,Promotes independent learning.,19/07/2023
1011,39828216,7,Challenging assignments,12/06/2023
1012,31260231,10,,01/08/2023
1013,18872709,7,Stimulating discussions,21/04/2023
1014,70050090,2,Relevant coursework,10/08/2023
1015,29353192,5,Well-structured modules,14/07/2023
1016,51798253,7,Comprehensive syllabus,16/08/2023
1017,76899408,4,,17/06/2023
1018,81980021,4,Good practical application,15/06/2023
1019,30458459,4,Timely feedback provided,27/06/2023
1020,74222769,2,,06/07/2023
1021,15105791,3,Clear learning objectives,26/07/2023
1022,68324713,5,,29/05/2023
1023,41565134,3,,19/07/2023
1024,80740905,6,Diverse assessment methods,09/06/2023
1025,50157426,6,Timely feedback provided,29/07/2023
1026,12931142,9,Comprehensive syllabus,31/07/2023
1027,85887036,3,Relevant coursework,24/06/2023
1028,67823500,2,Stimulating discussions,12/07/2023
1029,95657992,5,Promotes independent learning.,17/08/2023
1030,77107006,2,Interesting case studies,05/05/2023
1031,28375788,2,Promotes independent learning.,15/07/2023
1032,20520051,7,,22/04/2023
1033,59493931,8,Diverse assessment methods,04/06/2023
1034,27844942,10,Collaborative projects,08/05/2023
1035,72820388,3,Supportive instructors,03/06/2023
1036,79208516,7,Well-structured modules,04/07/2023
1037,90468714,8,,03/08/2023
1038,99495457,9,,23/07/2023
1039,90513775,3,Interesting case studies,28/05/2023
1040,80107520,3,Well-structured modules,16/05/2023
1041,98774444,10,Collaborative projects,28/07/2023
1042,40767601,10,Up-to-date content,20/06/2023
1043,95089712,1,Promotes independent learning.,29/07/2023
1044,14072371,9,Diverse assessment methods,23/07/2023
1045,88618611,3,Career-focused learning,18/05/2023
1046,19928446,1,Relevant coursework,03/08/2023
1047,25772706,1,,22/07/2023
1048,79156461,3,Interesting case studies,13/06/2023
1049,59537836,3,Timely feedback provided,12/08/2023
1050,61221674,7,Supportive instructors,24/05/2023
1051,67750657,9,Stimulating discussions,23/07/2023
1052,87712939,6,Career-focused learning,04/08/2023
1053,18337190,3,,26/07/2023
1054,55829158,4,Supportive instructors,11/05/2023
1055,21410851,2,Promotes independent learning.,07/05/2023
1056,16041077,7,Good practical application,01/08/2023
1057,21214418,5,,12/08/2023
1058,85117374,8,Interesting case studies,17/05/2023
1059,71647914,8,,01/06/2023
1060,61090256,5,Good practical application,19/07/2023
1061,75476118,1,Interesting case studies,27/04/2023
1062,88265325,8,Excellent resources,20/07/2023
1063,70118962,2,Up-to-date content,25/07/2023
1064,47040692,5,Opportunities for research,27/07/2023
1065,19616163,8,Opportunities for research,24/04/2023
1066,45242410,10,,06/07/2023
1067,71334993,7,Clear learning objectives,16/08/2023
1068,97649748,4,Relevant coursework,11/06/2023
1069,88620295,4,Up-to-date content,13/08/2023
1070,12030914,9,Stimulating discussions,04/06/2023
1071,46991836,8,Promotes independent learning.,11/07/2023
1072,80650158,6,Opportunities for research,04/06/2023
1073,72119563,5,Diverse assessment methods,05/05/2023
1074,16194602,9,Clear learning objectives,02/07/2023
1075,54942539,5,Collaborative projects,12/08/2023
1076,90488634,10,Well-structured modules,10/05/2023
1077,11122436,6,Collaborative projects,16/08/2023
1078,28647908,9,Relevant coursework,05/05/2023
1079,77988937,1,Clear learning objectives,04/06/2023
1080,46372636,5,Career-focused learning,10/08/2023
1081,17533375,7,Challenging assignments,14/05/2023
1082,51468419,5,Encourages critical thinking,28/06/2023
1083,25156855,3,Diverse assessment methods,07/07/2023
1084,76806866,9,Comprehensive syllabus,28/05/2023
1085,13649116,1,,19/06/2023
1086,22065470,3,Timely feedback provided,06/06/2023
1087,65234741,7,Challenging assignments,06/05/2023
1088,97179213,4,Good practical application,23/07/2023
1089,69556826,8,Excellent resources,25/04/2023
1090,47159501,6,Timely feedback provided,05/06/2023
1091,36739458,7,Interesting case studies,20/05/2023
1092,27026385,6,Diverse assessment methods,29/07/2023
1093,44486384,9,Collaborative projects,26/05/2023
1094,12062520,10,Strong industry connections,21/07/2023
1095,78478673,1,Engaging lectures,24/05/2023
1096,62670579,4,Opportunities for research,22/04/2023
1097,74822540,5,Promotes independent learning.,27/06/2023
1098,37613673,2,Timely feedback provided,16/08/2023
1099,14788964,9,Well-structured modules,30/05/2023
1100,16020776,1,Well-structured modules,20/05/2023
1101,73883773,7,,01/08/2023
1102,69259648,8,,15/07/2023
1103,80896291,5,Comprehensive syllabus,18/05/2023
1104,51867376,10,Relevant coursework,27/05/2023
1105,66420341,7,Timely feedback provided,22/04/2023
1106,15661548,4,Collaborative projects,26/05/2023
1107,55342936,7,,11/05/2023
1108,48301606,4,Strong industry connections,08/07/2023
1109,59790508,3,Strong industry connections,30/05/2023
1110,49028019,4,Promotes independent learning.,31/07/2023
1111,93955960,2,,19/06/2023
1112,75311663,3,Promotes independent learning.,18/07/2023
1113,32919937,8,Strong industry connections,04/06/2023
1114,11164941,9,,03/05/2023
1115,12053623,1,Good practical application,10/07/2023
1116,18323821,3,Challenging assignments,27/04/2023
1117,67086076,6,Good practical application,11/07/2023
1118,50428923,6,Timely feedback provided,10/08/2023
1119,58493670,10,Strong industry connections,23/04/2023
1120,40860067,2,Well-structured modules,14/06/2023
1121,30392362,5,Encourages critical thinking,07/05/2023
1122,73356364,9,Excellent resources,04/07/2023
1123,15990028,2,,30/05/2023
1124,58040555,8,Stimulating discussions,19/06/2023
1125,50993599,10,Engaging lectures,07/07/2023
1126,43819069,6,Stimulating discussions,29/07/2023
1127,11767991,6,Up-to-date content,28/07/2023
1128,14864942,3,Clear learning objectives,26/04/2023
1129,61497773,6,Comprehensive syllabus,27/05/2023
1130,43729725,4,Opportunities for research,17/05/2023
1131,68279391,1,Comprehensive syllabus,09/05/2023
1132,54166432,4,Well-structured modules,31/07/2023
1133,65047578,8,Strong industry connections,23/05/2023
1134,47804565,1,Encourages critical thinking,23/07/2023
1135,19352700,8,Interesting case studies,23/04/2023
1136,81626582,8,,13/08/2023
1137,88557936,3,Strong industry connections,14/06/2023
1138,33460285,2,Encourages critical thinking,25/07/2023
1139,81234096,9,,21/06/2023
1140,44552070,8,Promotes independent learning.,12/06/2023
1141,61941154,7,Timely feedback provided,13/05/2023
1142,28914867,7,Strong industry connections,20/06/2023
1143,66704350,3,,15/05/2023
1144,98423930,4,,23/04/2023
1145,85839007,7,Timely feedback provided,26/05/2023
1146,16927348,7,Promotes independent learning.,26/05/2023
1147,49208489,2,Excellent resources,06/07/2023
1148,20993705,1,Challenging assignments,08/05/2023
1149,52161159,3,Engaging lectures,15/08/2023
1150,73376162,2,Supportive instructors,16/07/2023
1151,12594974,9,Clear learning objectives,26/07/2023
1152,76154854,6,Encourages critical thinking,22/04/2023
1153,28927945,1,Challenging assignments,07/07/2023
1154,34520743,7,Opportunities for research,14/08/2023
1155,63983403,10,Relevant coursework,05/05/2023
1156,32048862,6,,16/06/2023
1157,50431376,1,Interesting case studies,17/08/2023
1158,59731265,5,,31/07/2023
1159,87192918,7,,10/06/2023
1160,64493908,5,Excellent resources,07/05/2023
1161,82632881,3,Collaborative projects,08/05/2023
1162,14989912,8,Clear learning objectives,20/06/2023
1163,26334777,7,,11/06/2023
1164,47703370,8,Career-focused learning,15/08/2023
1165,42506114,10,,29/04/2023
1166,77718284,7,Encourages critical thinking,09/07/2023
1167,49118975,4,Clear learning objectives,22/06/2023
1168,15472853,8,Supportive instructors,24/04/2023
1169,88880508,6,Encourages critical thinking,27/04/2023
1170,19743453,3,Promotes independent learning.,19/07/2023
1171,12875179,3,Stimulating discussions,10/06/2023
1172,75393170,4,Career-focused learning,16/06/2023
1173,48458086,2,,04/05/2023
1174,36509007,4,Relevant coursework,29/05/2023
1175,85797836,3,Clear learning objectives,16/07/2023
1176,41333619,5,Opportunities for research,07/07/2023
1177,16011894,4,,01/07/2023
1178,33703920,7,Timely feedback provided,16/08/2023
1179,68408114,9,Collaborative projects,01/08/2023
1180,64813559,5,Opportunities for research,09/08/2023
1181,82655484,4,,11/08/2023
1182,57552335,1,Challenging assignments,20/06/2023
1183,35026143,1,Stimulating discussions,07/07/2023
1184,16776961,4,Excellent resources,09/08/2023
1185,28663826,1,Opportunities for research,16/06/2023
1186,18837457,1,,19/06/2023
1187,71015003,6,Comprehensive syllabus,27/07/2023
1188,32505705,9,Engaging lectures,08/07/2023
1189,42268983,2,,01/08/2023
1190,36745303,4,Up-to-date content,25/04/2023
1191,72051092,9,Relevant coursework,28/06/2023
1192,42612491,2,,26/06/2023
1193,60166631,7,Excellent resources,07/08/2023
1194,45041755,3,Up-to-date content,28/06/2023
1195,67441457,10,Good practical application,09/08/2023
1196,70498326,6,Comprehensive syllabus,12/06/2023
1197,13830263,4,Promotes independent learning.,02/08/2023
1198,19657243,10,Stimulating discussions,17/06/2023
1199,95438447,5,Promotes independent learning.,25/05/2023
1200,53666835,7,Comprehensive syllabus,06/07/2023
1201,22537636,1,Promotes independent learning.,21/07/2023
1202,41500185,6,Comprehensive syllabus,23/06/2023
1203,67719252,6,Stimulating discussions,10/06/2023
1204,86549253,7,Opportunities for research,03/07/2023
1205,36253216,1,,31/05/2023
1206,50483828,5,Up-to-date content,10/07/2023
1207,76331860,6,Diverse assessment methods,25/05/2023
1208,89860975,2,Encourages critical thinking,27/06/2023
1209,49274716,2,,24/04/2023
1210,56629196,5,Up-to-date content,23/06/2023
1211,49049809,4,,30/06/2023
1212,56424045,8,Supportive instructors,08/08/2023
1213,17703077,5,,11/07/2023
1214,85441389,6,Supportive instructors,22/05/2023
1215,32694780,8,Interesting case studies,24/06/2023
1216,60969547,1,,20/05/2023
1217,75937242,6,Good practical application,07/07/2023
1218,34018067,4,Clear learning objectives,19/05/2023
1219,37184071,8,Diverse assessment methods,17/05/2023
1220,49283959,5,Relevant coursework,28/05/2023
1221,98131459,5,Diverse assessment methods,08/08/2023
1222,87633722,9,Good practical application,05/08/2023
1223,80231946,5,Collaborative projects,25/05/2023
1224,54154657,1,Strong industry connections,01/07/2023
1225,28994373,5,Career-focused learning,04/06/2023
1226,40779340,10,Supportive instructors,02/05/2023
1227,22447440,7,,18/07/2023
1228,43903969,3,Promotes independent learning.,04/06/2023
1229,18554431,9,,01/07/2023
1230,78541234,1,,18/05/2023
1231,96736540,1,Collaborative projects,16/07/2023
1232,67775783,4,Engaging lectures,20/04/2023
1233,86382999,5,,29/06/2023
1234,46180954,10,Stimulating discussions,10/05/2023
1235,32125580,5,,13/08/2023
1236,73612133,7,Clear learning objectives,16/06/2023
1237,40563578,9,Stimulating discussions,27/04/2023
1238,57249971,2,Supportive instructors,06/05/2023
1239,18190250,7,Good practical application,19/07/2023
1240,37179967,1,Good practical application,09/06/2023
1241,48784068,2,Stimulating discussions,07/06/2023
1242,31384983,1,Relevant coursework,16/06/2023
1243,93191123,2,Career-focused learning,25/05/2023
1244,41677209,3,,04/08/2023
1245,57457542,10,Encourages critical thinking,26/04/2023
1246,24579532,8,Opportunities for research,02/05/2023
1247,38028988,5,,17/05/2023
1248,31326690,9,Clear learning objectives,27/06/2023
1249,87720702,5,,14/06/2023
1250,81516642,9,,27/07/2023
1251,17212360,6,,22/06/2023
1252,99107784,2,Timely feedback provided,11/07/2023
1253,45273781,8,,24/06/2023
1254,52057486,3,Up-to-date content,09/07/2023
1255,55608295,1,Engaging lectures,25/04/2023
1256,68288326,9,,11/06/2023
1257,45260822,8,,12/05/2023
1258,14657452,8,,05/06/2023
1259,80829405,6,,07/07/2023
1260,83182002,4,Career-focused learning,21/04/2023
1261,95612894,2,Collaborative projects,23/07/2023
1262,67967320,2,Promotes independent learning.,31/05/2023
1263,96646234,10,Diverse assessment methods,31/07/2023
1264,86766731,4,,05/08/2023
1265,57043009,8,Supportive instructors,15/07/2023
1266,80295546,9,Interesting case studies,11/05/2023
1267,59530361,7,Comprehensive syllabus,06/05/2023
1268,84645178,1,Up-to-date content,08/08/2023
