enrollment_id,student_id,course_id,lecturer_id,enrollment_date,semester,enrollment_status
86097674,231608,824,3076,26/11/2023,semester 2,Active
98947224,231609,909,4021,06/10/2023,semester 1,Active
58512409,231610,273,5555,17/11/2023,semester 2,Active
93650449,231611,701,4346,05/08/2023,semester 1,Active
37245072,231612,339,3428,28/06/2023,semester 1,Completed
82970296,231613,761,6372,19/03/2023,semester 1,Completed
65576182,231614,877,8789,25/05/2023,semester 1,Dropped
82501553,231615,699,6529,09/03/2023,semester 1,Completed
85828847,231616,617,1934,27/03/2023,semester 1,Completed
96003322,231617,903,7520,27/11/2023,semester 2,Active
23244347,231618,634,2556,18/05/2023,semester 1,Active
92924897,231619,558,6159,17/05/2023,semester 1,Active
65252819,231620,485,3345,03/09/2023,semester 1,Active
97965570,231621,843,9231,13/07/2023,semester 1,Active
13753081,231622,834,8472,20/12/2023,semester 2,Active
32229421,231623,492,5550,11/12/2023,semester 2,Completed
64256202,231624,692,8939,24/12/2023,semester 1,Active
11451644,231625,688,2509,19/06/2023,semester 2,Active
68238838,231626,138,8737,10/12/2023,semester 2,Active
87044199,231627,707,1378,18/12/2023,semester 2,Completed
70607363,231628,870,2741,10/02/2023,semester 1,Active
21152491,231629,656,1304,10/02/2023,semester 2,Completed
18838444,231630,736,2492,27/04/2023,semester 1,Active
98260925,231631,723,4608,08/05/2023,semester 2,Active
32040366,231632,202,3721,02/10/2023,semester 2,Active
90421723,231633,848,1319,12/04/2023,semester 1,Active
20874656,231634,568,1508,27/11/2023,semester 1,Completed
82813015,231635,474,8939,25/07/2023,semester 2,Dropped
67815396,231636,642,4549,30/03/2023,semester 1,Active
77020316,231637,100,9229,01/08/2023,semester 1,Completed
69375699,231638,206,6529,10/06/2023,semester 1,Completed
97905086,231639,860,6719,24/06/2023,semester 1,Completed
23948463,231640,177,5791,25/01/2023,semester 2,Completed
11287768,231641,489,1156,20/06/2023,semester 1,Active
63451047,231642,738,7873,15/08/2023,semester 2,Active
36039156,231643,114,7574,18/09/2023,semester 1,Active
25247257,231644,332,2556,15/09/2023,semester 1,Active
92535782,231645,399,9280,21/03/2023,semester 2,Completed
36163113,231646,881,1356,20/09/2023,semester 1,Active
89566760,231647,779,5555,04/01/2023,semester 2,Active
81576484,231648,374,8043,02/01/2023,semester 2,Completed
24495336,231649,776,9900,17/04/2023,semester 1,Completed
72322277,231650,791,4985,15/02/2023,semester 2,Active
75554555,231651,396,5433,19/04/2023,semester 1,Active
67844137,231652,475,1170,22/12/2023,semester 1,Active
68657431,231653,436,9790,24/01/2023,semester 1,Completed
69309857,231654,118,8737,10/05/2023,semester 1,Completed
49937755,231655,792,6691,19/03/2023,semester 1,Active
44747804,231656,348,7581,19/01/2023,semester 1,Active
27530441,231657,775,4021,17/10/2023,semester 2,Active
60317904,231658,183,7272,04/06/2023,semester 1,Active
72307458,231659,125,5556,03/12/2023,semester 2,Completed
65006408,231660,421,8995,12/04/2023,semester 1,Active
50290774,231661,813,9031,29/09/2023,semester 2,Active
73923076,231662,167,6641,15/04/2023,semester 1,Completed
63196034,231663,514,8789,03/12/2023,semester 2,Active
20304085,231664,352,2332,03/03/2023,semester 1,Active
46730816,231665,925,1471,30/03/2023,semester 2,Active
49488802,231666,204,6679,20/05/2023,semester 2,Active
29303586,231667,921,8472,17/01/2023,semester 1,Active
25886472,231668,850,5734,04/11/2023,semester 1,Active
37464658,231669,740,8954,09/02/2023,semester 2,Active
65816345,231670,450,9900,31/01/2023,semester 1,Active
45835289,231671,268,1378,24/06/2023,semester 2,Active
43824236,231672,986,2919,18/12/2023,semester 2,Active
95793120,231673,926,9229,28/12/2023,semester 1,Completed
48220980,231674,488,3080,05/06/2023,semester 2,Dropped
64080086,231675,832,4346,01/10/2023,semester 1,Completed
26621291,231676,304,3721,17/12/2023,semester 2,Active
39643742,231677,901,7612,07/10/2023,semester 2,Active
45210174,231678,764,8837,18/09/2023,semester 2,Active
98294954,231679,953,9026,05/09/2023,semester 1,Completed
58126763,231680,780,8622,15/01/2023,semester 1,Completed
48750250,231681,395,8263,08/10/2023,semester 2,Active
17074445,231682,973,7523,13/03/2023,semester 1,Active
64056140,231683,289,9519,16/01/2023,semester 2,Active
44403890,231684,812,3998,24/08/2023,semester 1,Completed
54579216,231685,453,5578,05/02/2023,semester 1,Active
56575444,231686,683,2687,10/03/2023,semester 2,Completed
99628623,231687,315,5148,26/09/2023,semester 2,Active
20754341,231688,942,9685,13/05/2023,semester 1,Active
83638203,231689,939,5791,25/08/2023,semester 2,Active
71223238,231690,499,9493,08/07/2023,semester 1,Active
32722288,231691,990,6322,13/06/2023,semester 1,Active
30104328,231692,511,6250,28/08/2023,semester 1,Active
33529746,231693,279,9047,17/07/2023,semester 2,Active
60080777,231694,362,9519,03/11/2023,semester 2,Active
79883428,231695,477,4024,17/10/2023,semester 1,Active
36252501,231696,476,6996,04/10/2023,semester 2,Active
29164278,231697,681,2676,08/01/2023,semester 2,Active
94990139,231698,217,5734,06/04/2023,semester 1,Active
73082437,231699,176,5893,20/10/2023,semester 1,Active
34968451,231700,905,1156,03/05/2023,semester 1,Completed
51571893,231701,777,6271,28/03/2023,semester 1,Active
47493675,231702,235,7799,05/11/2023,semester 1,Active
47085219,231703,600,5836,23/12/2023,semester 2,Active
88136924,231704,487,8567,12/08/2023,semester 1,Active
26397047,231705,963,6054,29/07/2023,semester 2,Active
53788099,231706,215,4335,28/08/2023,semester 1,Completed
26212393,231707,374,4608,16/01/2023,semester 1,Completed
33596880,231708,824,9026,24/02/2023,semester 2,Completed
97044902,231709,909,2509,11/07/2023,semester 1,Active
32523359,231710,273,6372,09/09/2023,semester 2,Active
89630274,231711,701,3647,09/03/2023,semester 1,Active
86785214,231712,339,5578,13/10/2023,semester 1,Active
40712685,231713,761,2919,20/03/2023,semester 1,Active
69088467,231714,877,8837,04/10/2023,semester 1,Dropped
38430883,231715,699,4469,11/02/2023,semester 1,Active
27297810,231716,617,7830,06/11/2023,semester 1,Active
49475853,231717,903,1191,02/09/2023,semester 2,Completed
90300401,231718,634,7176,20/06/2023,semester 1,Active
32713170,231719,558,8316,09/10/2023,semester 1,Completed
37444193,231720,485,2741,29/06/2023,semester 1,Active
67392023,231721,843,6372,05/06/2023,semester 1,Active
61549478,231722,834,2676,10/09/2023,semester 2,Active
72563886,231723,492,4021,02/08/2023,semester 2,Dropped
36924883,231724,692,5274,19/03/2023,semester 1,Active
50332684,231725,688,3503,11/10/2023,semester 2,Completed
91154916,231726,138,9026,07/05/2023,semester 2,Active
91399173,231727,707,5618,10/09/2023,semester 2,Completed
63317611,231728,870,8837,08/08/2023,semester 1,Active
95459033,231729,656,8043,18/02/2023,semester 2,Active
16347688,231730,736,4660,24/07/2023,semester 1,Completed
49373779,231731,723,2556,07/05/2023,semester 2,Active
24350545,231732,202,8446,03/07/2023,semester 2,Completed
36732897,231733,848,7581,19/11/2023,semester 1,Active
94212954,231734,568,2919,06/06/2023,semester 1,Completed
96399718,231735,474,5060,04/01/2023,semester 2,Active
92511531,231736,642,6529,17/05/2023,semester 1,Active
63261492,231737,100,9872,17/05/2023,semester 1,Active
59756496,231738,206,5968,19/06/2023,semester 1,Active
18967868,231739,860,5578,07/05/2023,semester 1,Active
38212948,231740,177,9493,02/10/2023,semester 2,Dropped
37496316,231741,489,1705,04/12/2023,semester 1,Completed
37475721,231742,738,2485,07/07/2023,semester 2,Active
57623423,231743,114,9790,05/10/2023,semester 1,Active
47509145,231744,332,1206,31/07/2023,semester 1,Completed
29310828,231745,399,8969,12/08/2023,semester 2,Active
41647155,231746,881,5546,29/06/2023,semester 1,Active
80357686,231747,779,5148,26/06/2023,semester 2,Completed
48952251,231748,374,2492,24/06/2023,semester 2,Active
70829972,231749,776,1170,27/01/2023,semester 1,Active
70187366,231750,791,6641,13/04/2023,semester 2,Completed
72160042,231751,396,9685,04/08/2023,semester 1,Completed
69086915,231752,475,5555,20/01/2023,semester 1,Active
89006147,231753,436,3345,11/08/2023,semester 1,Active
71098683,231754,118,5959,27/01/2023,semester 1,Active
58351241,231755,792,5227,20/07/2023,semester 1,Active
86600999,231756,348,3499,09/12/2023,semester 1,Active
47902717,231757,775,6322,29/05/2023,semester 2,Active
86799604,231758,183,5556,11/01/2023,semester 1,Active
60907682,231759,125,8939,04/03/2023,semester 2,Active
75937232,231760,421,1378,20/01/2023,semester 1,Dropped
59411231,231761,813,4660,21/07/2023,semester 2,Active
20725256,231762,167,2556,01/02/2023,semester 1,Completed
80157141,231763,514,8394,02/12/2023,semester 2,Completed
91369082,231764,352,5893,13/05/2023,semester 1,Active
48198454,231765,926,7523,21/01/2023,semester 2,Active
83898378,231766,204,3647,04/12/2023,semester 2,Active
52414422,231767,921,8837,06/10/2023,semester 1,Active
98717525,231768,850,6732,08/05/2023,semester 1,Active
72142546,231769,740,5836,24/10/2023,semester 2,Active
13877740,231770,450,6261,09/08/2023,semester 1,Active
93971469,231771,268,8043,13/11/2023,semester 2,Active
68473498,231772,986,3080,15/05/2023,semester 2,Active
15816296,231773,925,9031,07/01/2023,semester 1,Active
41900745,231774,488,6631,30/04/2023,semester 2,Active
70499724,231775,832,1934,14/09/2023,semester 1,Active
47657528,231776,304,5604,02/06/2023,semester 2,Active
40342615,231777,901,6054,05/08/2023,semester 2,Active
32745626,231778,764,8109,18/02/2023,semester 2,Active
20165363,231779,953,1206,02/09/2023,semester 1,Active
41934664,231780,780,7511,30/09/2023,semester 1,Completed
52910482,231781,395,7455,01/01/2023,semester 2,Completed
19484080,231782,973,8109,25/01/2023,semester 1,Active
27614298,231783,289,5959,26/11/2023,semester 2,Active
35067570,231784,812,9214,15/02/2023,semester 1,Active
80195393,231785,453,9493,21/09/2023,semester 1,Active
16910439,231786,683,5604,19/06/2023,semester 2,Active
31112245,231787,315,8472,14/03/2023,semester 2,Completed
92721945,231788,942,1191,12/03/2023,semester 1,Active
36077640,231789,939,5556,09/01/2023,semester 2,Active
56693432,231790,499,8837,06/09/2023,semester 1,Active
87945381,231791,990,5060,15/09/2023,semester 1,Dropped
31865651,231792,511,9231,04/04/2023,semester 1,Active
41664829,231793,279,3076,16/06/2023,semester 2,Active
38055022,231794,362,7581,25/04/2023,semester 2,Active
46452484,231795,477,8789,06/06/2023,semester 1,Active
47025331,231796,476,6451,14/04/2023,semester 2,Active
35987224,231797,681,7676,15/07/2023,semester 2,Active
38524115,231798,217,9790,12/03/2023,semester 1,Active
65011587,231799,176,7855,04/07/2023,semester 1,Completed
35965206,231800,905,2122,13/07/2023,semester 1,Active
84686536,231801,777,9031,14/07/2023,semester 1,Active
21360876,231802,235,1206,22/10/2023,semester 1,Completed
55005601,231803,600,1156,05/06/2023,semester 2,Active
21169475,231804,487,2925,22/06/2023,semester 1,Active
56214526,231805,963,5433,27/02/2023,semester 2,Completed
77772251,231806,215,8622,29/03/2023,semester 1,Completed
12202032,231807,374,3834,05/06/2023,semester 1,Completed
81340445,231808,824,6732,27/01/2023,semester 2,Active
81868354,231809,909,1304,14/04/2023,semester 1,Completed
94566591,231810,273,5555,28/04/2023,semester 2,Active
63891284,231811,701,6719,27/01/2023,semester 1,Active
55727968,231812,339,1356,28/07/2023,semester 1,Completed
64484208,231813,761,8837,05/07/2023,semester 1,Active
33857365,231814,877,7933,25/04/2023,semester 1,Completed
37904953,231815,699,8298,05/12/2023,semester 1,Active
19751194,231816,617,4831,06/09/2023,semester 1,Active
58254027,231817,903,2468,11/05/2023,semester 2,Completed
74506996,231818,634,8995,30/12/2023,semester 1,Active
95751720,231819,558,3133,20/11/2023,semester 1,Active
59078205,231820,485,5604,13/03/2023,semester 1,Active
59199256,231821,843,6261,13/05/2023,semester 1,Active
65295352,231822,834,7612,28/06/2023,semester 2,Active
95521976,231823,492,8939,12/02/2023,semester 2,Completed
23956901,231824,692,6451,12/02/2023,semester 1,Active
87331803,231825,688,3791,05/12/2023,semester 2,Dropped
17760006,231826,138,2919,17/06/2023,semester 2,Active
48627652,231827,707,3080,04/04/2023,semester 2,Active
99693122,231828,870,6372,25/02/2023,semester 1,Active
79069652,231829,656,3076,03/12/2023,semester 2,Active
80036703,231830,736,1319,01/08/2023,semester 1,Active
70248666,231831,723,5075,18/01/2023,semester 2,Completed
94365399,231832,202,5618,17/11/2023,semester 2,Dropped
56419467,231833,848,7511,20/04/2023,semester 1,Active
57219825,231834,568,5893,17/12/2023,semester 1,Completed
48809013,231835,474,9685,04/09/2023,semester 2,Active
95618795,231836,642,3428,25/08/2023,semester 1,Completed
77315712,231837,100,5556,30/05/2023,semester 1,Active
32035675,231838,206,5968,18/08/2023,semester 1,Active
65922715,231839,860,6679,25/12/2023,semester 1,Active
15556481,231840,177,4469,29/08/2023,semester 2,Active
46046428,231841,489,8109,15/08/2023,semester 1,Completed
84642296,231842,738,5220,27/07/2023,semester 2,Dropped
83570025,231843,114,7855,13/11/2023,semester 1,Active
99863941,231844,332,1304,14/09/2023,semester 1,Active
46396027,231845,399,8737,21/02/2023,semester 2,Active
11339956,231846,881,4608,28/09/2023,semester 1,Active
87655032,231847,779,6996,29/12/2023,semester 2,Active
87985334,231848,374,8939,19/09/2023,semester 2,Completed
38170465,231849,776,7523,01/10/2023,semester 1,Completed
45046447,231850,791,7370,06/09/2023,semester 2,Active
52909197,231851,396,9519,28/02/2023,semester 1,Active
14125730,231852,475,4549,20/07/2023,semester 1,Completed
49619681,231853,436,5060,10/09/2023,semester 1,Active
50471091,231854,118,3721,02/03/2023,semester 1,Completed
88204328,231855,792,8837,30/08/2023,semester 1,Active
58534055,231856,348,5734,06/01/2023,semester 1,Completed
88459737,231857,775,3076,15/08/2023,semester 2,Active
50586165,231858,183,8316,08/10/2023,semester 1,Active
84082975,231859,125,1319,10/09/2023,semester 2,Active
76070685,231860,421,1156,11/02/2023,semester 1,Active
30311493,231861,813,2468,31/01/2023,semester 2,Completed
16341447,231862,167,6261,25/03/2023,semester 1,Active
78665098,231863,514,8298,28/06/2023,semester 2,Active
22185031,231864,352,8472,24/12/2023,semester 1,Active
15649282,231865,926,5695,19/10/2023,semester 2,Active
81461779,231866,204,4346,14/06/2023,semester 2,Dropped
31381570,231867,921,8789,02/06/2023,semester 1,Active
93469121,231868,850,9999,14/05/2023,semester 1,Active
29991839,231869,740,1471,01/09/2023,semester 2,Completed
26220569,231870,450,4985,08/05/2023,semester 1,Active
89734945,231871,268,6718,18/10/2023,semester 2,Active
92718748,231872,986,5546,16/02/2023,semester 2,Active
46628311,231873,926,7523,27/11/2023,semester 1,Active
76877715,231874,488,1206,14/01/2023,semester 2,Completed
35766227,231875,832,4346,19/01/2023,semester 1,Completed
67521998,231876,304,8969,14/07/2023,semester 2,Active
68267996,231877,901,2122,20/05/2023,semester 2,Active
94600455,231878,764,7612,27/09/2023,semester 2,Active
66360774,231879,953,1378,15/12/2023,semester 1,Active
26553245,231880,780,3499,20/05/2023,semester 1,Active
88921876,231881,395,6159,05/09/2023,semester 2,Completed
90092848,231882,973,2925,05/09/2023,semester 1,Active
65978126,231883,289,8109,04/10/2023,semester 2,Completed
57481948,231884,812,3080,04/11/2023,semester 1,Active
23824054,231885,453,8472,19/07/2023,semester 1,Completed
60041428,231886,683,7830,06/08/2023,semester 2,Active
38762267,231887,315,6271,10/07/2023,semester 2,Active
69634383,231888,942,6679,01/03/2023,semester 1,Active
19406136,231889,939,6322,21/09/2023,semester 2,Active
58431685,231890,499,9999,13/06/2023,semester 1,Active
66967943,231891,990,5893,26/02/2023,semester 1,Active
15399773,231892,511,4831,12/04/2023,semester 1,Active
14924560,231893,279,7523,17/08/2023,semester 2,Active
37399296,231894,362,2919,16/04/2023,semester 2,Active
88707400,231895,477,9229,01/08/2023,semester 1,Active
17453237,231896,476,8394,16/06/2023,semester 2,Dropped
52071360,231897,681,5555,14/08/2023,semester 2,Dropped
90528527,231898,217,5227,30/09/2023,semester 1,Completed
61642612,231899,176,9900,15/06/2023,semester 1,Active
93285131,231900,905,6719,17/09/2023,semester 1,Active
24461475,231901,777,3647,06/08/2023,semester 1,Completed
44179469,231902,235,6261,07/05/2023,semester 1,Active
16923405,231903,600,4549,19/06/2023,semester 2,Active
21508228,231904,487,5220,22/07/2023,semester 1,Active
80713681,231905,963,6996,21/08/2023,semester 2,Active
64764889,231906,215,8995,23/05/2023,semester 1,Active
71226089,231907,374,6322,02/08/2023,semester 1,Active
93575190,231908,824,3080,24/11/2023,semester 2,Active
22449369,231909,909,6996,18/03/2023,semester 1,Active
43142798,231910,273,2556,09/03/2023,semester 2,Active
72996331,231911,701,5555,07/05/2023,semester 1,Completed
66695294,231912,339,3076,28/06/2023,semester 1,Completed
58232977,231913,761,9900,23/06/2023,semester 1,Completed
67504771,231914,877,9493,01/09/2023,semester 1,Active
70404169,231915,699,4346,20/12/2023,semester 1,Active
49764053,231916,617,5433,22/07/2023,semester 1,Active
52240723,231917,903,8472,09/12/2023,semester 2,Completed
37333077,231918,634,9685,21/05/2023,semester 1,Active
66957219,231919,558,9782,15/08/2023,semester 1,Completed
40245701,231920,485,9872,26/07/2023,semester 1,Active
97484872,231921,843,7873,21/07/2023,semester 1,Active
65048642,231922,834,4469,26/09/2023,semester 2,Completed
92794580,231923,492,1206,10/04/2023,semester 2,Active
69178223,231924,692,1537,06/04/2023,semester 1,Active
54959404,231925,688,4549,01/12/2023,semester 2,Active
56541188,231926,138,4660,06/05/2023,semester 2,Active
16245796,231927,707,8043,15/02/2023,semester 2,Active
75456323,231928,870,6691,22/05/2023,semester 1,Active
52928671,231929,656,6732,18/12/2023,semester 2,Active
36539243,231930,736,2978,14/02/2023,semester 1,Completed
61204006,231931,723,5791,03/09/2023,semester 2,Active
52225309,231932,202,5695,01/07/2023,semester 2,Completed
55078453,231933,848,6529,03/08/2023,semester 1,Active
42817129,231934,568,2468,16/04/2023,semester 1,Dropped
83305280,231935,474,7455,27/04/2023,semester 2,Completed
77403578,231936,642,2676,19/12/2023,semester 1,Completed
56043595,231937,100,1634,08/08/2023,semester 1,Active
73794972,231938,206,7523,25/01/2023,semester 1,Active
75614172,231939,860,6159,23/03/2023,semester 1,Completed
77991949,231940,177,2646,14/06/2023,semester 2,Completed
97664331,231941,489,8062,05/03/2023,semester 1,Active
64338398,231942,738,7658,21/12/2023,semester 2,Active
93984543,231943,114,8789,24/03/2023,semester 1,Active
72800479,231944,332,4335,25/01/2023,semester 1,Active
13065156,231945,399,5546,25/02/2023,semester 2,Active
38354550,231946,881,7855,03/04/2023,semester 1,Completed
21974881,231947,779,5695,06/04/2023,semester 2,Completed
55853278,231948,374,5060,18/03/2023,semester 2,Active
58042213,231949,776,2978,09/08/2023,semester 1,Active
95624172,231950,791,6719,06/04/2023,semester 2,Active
83598396,231951,396,3345,28/10/2023,semester 1,Completed
52797983,231952,475,5556,10/07/2023,semester 1,Completed
57219908,231953,436,9231,04/04/2023,semester 1,Active
83989271,231954,118,2492,04/10/2023,semester 1,Active
21840884,231955,792,5604,07/02/2023,semester 1,Active
83683466,231956,348,7581,07/04/2023,semester 1,Completed
51120214,231957,775,7574,23/08/2023,semester 2,Dropped
42399121,231958,183,3080,12/01/2023,semester 1,Active
54812472,231959,125,3791,10/07/2023,semester 2,Active
55121907,231960,421,7799,03/06/2023,semester 1,Active
99068931,231961,813,7176,09/11/2023,semester 2,Active
35149547,231962,167,9503,25/06/2023,semester 1,Completed
62991032,231963,514,7370,23/03/2023,semester 2,Dropped
37830992,231964,352,5791,19/11/2023,semester 1,Active
85024505,231965,925,1471,24/06/2023,semester 2,Dropped
59966688,231966,204,6372,11/08/2023,semester 2,Active
66904299,231967,921,7523,30/09/2023,semester 1,Dropped
16882169,231968,850,9047,26/12/2023,semester 1,Active
13933089,231969,740,3647,16/03/2023,semester 2,Active
63628593,231970,450,5604,25/09/2023,semester 1,Active
83146384,231971,268,6529,27/05/2023,semester 2,Active
86231362,231972,986,1102,06/07/2023,semester 2,Completed
63700548,231973,926,6261,23/09/2023,semester 1,Active
43213300,231974,488,5968,15/04/2023,semester 2,Completed
44381315,231975,832,7074,19/08/2023,semester 1,Active
92381268,231976,304,1634,17/02/2023,semester 2,Active
46396545,231977,901,5060,06/04/2023,semester 2,Active
73111014,231978,764,6372,24/09/2023,semester 2,Completed
82636465,231979,953,1356,19/09/2023,semester 1,Active
22013389,231980,780,2741,27/08/2023,semester 1,Active
30684565,231981,395,6691,18/11/2023,semester 2,Completed
47519755,231982,973,2488,16/03/2023,semester 1,Active
56198873,231983,289,9229,02/02/2023,semester 2,Active
25965498,231984,812,1552,07/02/2023,semester 1,Active
83156925,231985,453,9999,31/05/2023,semester 1,Active
41658221,231986,683,2122,25/10/2023,semester 2,Active
30100220,231987,315,6996,14/02/2023,semester 2,Dropped
71864372,231988,942,2900,02/12/2023,semester 1,Active
39231789,231989,939,9782,22/01/2023,semester 2,Active
30023226,231990,499,5550,02/08/2023,semester 1,Active
15074959,231991,990,2244,23/08/2023,semester 1,Active
69689148,231992,511,6271,04/10/2023,semester 1,Completed
41213316,231993,279,1537,16/03/2023,semester 2,Completed
24077255,231994,362,7581,07/03/2023,semester 2,Active
32412624,231995,477,2978,01/08/2023,semester 1,Completed
40655155,231996,476,2646,29/07/2023,semester 2,Active
23838645,231997,681,6451,20/09/2023,semester 2,Dropped
93006989,231998,217,5734,03/07/2023,semester 1,Active
53516064,231999,176,2244,22/05/2023,semester 1,Active
91434822,232000,905,9214,23/03/2023,semester 1,Active
92410629,232001,777,3864,06/02/2023,semester 1,Active
11919458,232002,235,2488,30/01/2023,semester 1,Completed
87084094,232003,600,7523,31/07/2023,semester 2,Dropped
85663360,232004,487,7676,30/05/2023,semester 1,Active
69529278,232005,963,2492,22/10/2023,semester 2,Active
62821643,232006,215,9493,23/07/2023,semester 1,Active
69569287,232007,374,8446,04/12/2023,semester 1,Completed
87773130,232008,824,4024,25/09/2023,semester 2,Active
87018971,232009,909,6451,18/11/2023,semester 1,Active
25646021,232010,273,2440,27/11/2023,semester 2,Active
82213071,232011,701,9229,07/04/2023,semester 1,Completed
21351314,232012,339,5220,26/06/2023,semester 1,Active
22551149,232013,761,1206,14/04/2023,semester 1,Active
43606336,232014,877,6631,31/12/2023,semester 1,Active
55732392,232015,699,5791,27/01/2023,semester 1,Completed
19210227,232016,617,2646,31/12/2023,semester 1,Completed
80960358,232017,903,1634,24/08/2023,semester 2,Active
28426881,232018,634,7574,13/04/2023,semester 1,Completed
17936681,232019,558,5227,22/05/2023,semester 1,Active
63960433,232020,485,3647,18/03/2023,semester 1,Active
90890691,232021,843,5546,02/03/2023,semester 1,Active
68664858,232022,834,6054,02/06/2023,semester 2,Completed
92139342,232023,492,1304,06/10/2023,semester 2,Active
93510784,232024,692,2741,26/10/2023,semester 1,Active
38919843,232025,688,5075,25/12/2023,semester 2,Active
95640054,232026,138,5433,20/03/2023,semester 2,Active
81740232,232027,707,2676,18/02/2023,semester 2,Active
39731268,232028,870,3834,15/08/2023,semester 1,Active
74666647,232029,656,3133,02/04/2023,semester 2,Completed
44043364,232030,736,1634,22/02/2023,semester 1,Active
82943067,232031,723,4608,23/05/2023,semester 2,Completed
86545839,232032,202,1304,06/09/2023,semester 2,Active
66685450,232033,848,5546,30/12/2023,semester 1,Active
80964563,232034,568,2646,09/02/2023,semester 1,Active
51635654,232035,474,9031,12/01/2023,semester 2,Completed
86833873,232036,642,9685,19/07/2023,semester 1,Active
71080109,232037,100,6719,20/11/2023,semester 1,Completed
14033638,232038,206,5695,27/04/2023,semester 1,Active
76753232,232039,860,9229,29/11/2023,semester 1,Completed
42444707,232040,177,5227,25/05/2023,semester 2,Active
48819676,232041,489,1705,31/05/2023,semester 1,Completed
22381806,232042,738,7455,01/06/2023,semester 2,Active
25829378,232043,114,1508,11/10/2023,semester 1,Active
15089487,232044,332,1552,17/06/2023,semester 1,Dropped
47465572,232045,399,2978,13/08/2023,semester 2,Active
92537296,232046,881,6691,21/10/2023,semester 1,Active
90865483,232047,779,4660,11/08/2023,semester 2,Active
44745596,232048,374,8298,28/03/2023,semester 2,Completed
90772492,232049,776,7855,14/05/2023,semester 1,Active
60427609,232050,791,9280,20/06/2023,semester 2,Active
13460713,232051,396,7658,24/04/2023,semester 1,Completed
52164807,232052,475,7799,01/01/2023,semester 1,Completed
76660330,232053,436,9790,17/11/2023,semester 1,Active
16834139,232054,118,3998,13/08/2023,semester 1,Active
78240570,232055,792,4346,13/11/2023,semester 1,Active
41448249,232056,348,1378,04/02/2023,semester 1,Active
84995028,232057,775,4549,20/03/2023,semester 2,Completed
91513976,232058,183,5791,14/03/2023,semester 1,Active
18569258,232059,125,3428,20/02/2023,semester 2,Completed
83240652,232060,421,2122,08/12/2023,semester 1,Active
84372246,232061,813,4469,02/12/2023,semester 2,Active
26861868,232062,167,3133,14/11/2023,semester 1,Active
60040285,232063,514,3864,21/12/2023,semester 2,Active
22579521,232064,352,8969,29/07/2023,semester 1,Active
37623438,232065,926,6732,25/02/2023,semester 2,Active
36964907,232066,204,5060,29/07/2023,semester 2,Active
79945698,232067,921,5227,30/05/2023,semester 1,Active
88068270,232068,850,7830,01/07/2023,semester 1,Active
70244188,232069,740,5220,13/02/2023,semester 2,Active
71093449,232070,450,5075,04/09/2023,semester 1,Active
64600526,232071,268,7455,27/09/2023,semester 2,Completed
80987449,232072,986,6996,25/02/2023,semester 2,Active
24797566,232073,925,8472,07/05/2023,semester 1,Completed
33199043,232074,488,8954,25/09/2023,semester 2,Active
76431126,232075,832,6322,18/10/2023,semester 1,Completed
80794900,232076,304,3503,21/09/2023,semester 2,Completed
69945289,232077,901,2485,16/05/2023,semester 2,Active
85120501,232078,764,2509,11/03/2023,semester 2,Completed
49571614,232079,953,7574,18/02/2023,semester 1,Active
96364175,232080,780,3721,23/07/2023,semester 1,Completed
88503634,232081,395,1934,01/04/2023,semester 2,Active
30640643,232082,973,3428,11/06/2023,semester 1,Active
32345512,232083,289,8939,25/10/2023,semester 2,Dropped
60394144,232084,812,9026,25/07/2023,semester 1,Active
25234314,232085,453,7523,13/04/2023,semester 1,Active
14665317,232086,683,3791,19/09/2023,semester 2,Active
48144365,232087,315,3499,27/01/2023,semester 2,Active
87880197,232088,942,5893,10/03/2023,semester 1,Completed
94170761,232089,939,9231,24/04/2023,semester 2,Completed
25522002,232090,499,6631,27/03/2023,semester 1,Active
34280057,232091,990,6718,14/09/2023,semester 1,Active
80992423,232092,511,2900,14/05/2023,semester 1,Active
28358736,232093,279,1552,12/09/2023,semester 2,Completed
59971197,232094,362,5433,19/11/2023,semester 2,Active
52798419,232095,477,1102,06/12/2023,semester 1,Dropped
27043294,232096,476,1206,12/06/2023,semester 2,Completed
67987957,232097,681,2440,21/04/2023,semester 2,Active
37748492,232098,217,4608,09/04/2023,semester 1,Active
26749078,232099,176,2741,08/02/2023,semester 1,Active
49309193,232100,905,7370,25/05/2023,semester 1,Active
93673224,232101,777,9047,02/02/2023,semester 1,Active
45476558,232102,235,1102,01/10/2023,semester 1,Active
26787922,232103,600,5791,20/11/2023,semester 2,Active
95839809,232104,487,9900,17/04/2023,semester 1,Completed
61741760,232105,963,5893,22/07/2023,semester 2,Dropped
93650261,232106,215,2978,17/11/2023,semester 1,Active
30339621,232107,374,3998,14/06/2023,semester 1,Active
75499036,232108,824,9999,05/07/2023,semester 2,Active
60959700,232109,909,2488,07/04/2023,semester 1,Completed
48492294,232110,273,6261,17/04/2023,semester 2,Completed
53182144,232111,701,3721,30/12/2023,semester 1,Active
65666343,232112,339,8446,01/11/2023,semester 1,Active
54688103,232113,761,9519,25/03/2023,semester 1,Active
65353818,232114,877,7511,05/07/2023,semester 1,Dropped
29961065,232115,699,1304,28/06/2023,semester 1,Active
90013668,232116,617,1634,22/03/2023,semester 1,Active
64587718,232117,903,5075,16/02/2023,semester 2,Active
