grade_id,enrollment_id,grade,gpa_points,grade_date,retake,grade_source
542081182,93547971,C,2.16,23/10/2023,FALSE,Mid
266882283,77140877,B,1.08,27/11/2023,TRUE,Assignment
455682105,51952753,A,0.36,27/12/2023,FALSE,Mid
487050636,87371219,C,3.38,12/3/23,FALSE,Mid
771429604,92169819,B,0.9,10/4/23,FALSE,Assignment
820521571,55835915,F,1.91,20/05/2023,FALSE,Final
589173555,62616010,C,1.31,23/08/2023,TRUE,Mid
823933641,11555687,C,1.48,8/9/23,TRUE,Mid
360564072,58220532,F,0.2,13/03/2023,TRUE,Mid
226402370,29522261,F,3.25,10/5/23,FALSE,Mid
426606970,82336477,B,0.32,1/11/23,TRUE,Mid
547347891,59435726,C,3.08,6/9/23,FALSE,Final
407660818,70008126,C,1.31,11/10/23,TRUE,Mid
767391429,20133233,A,3.67,10/6/23,TRUE,Mid
970770403,89288764,F,2.92,25/11/2023,TRUE,Final
892826934,22671888,C,3.71,1/11/23,TRUE,Mid
958157716,29760316,C,1.09,22/11/2023,FALSE,Final
393926279,98547473,B,0.4,17/06/2023,FALSE,Mid
631936615,89976353,B,2.3,2/11/23,TRUE,Mid
216701179,51411861,C,1.44,13/02/2023,TRUE,Final
201740302,72006879,B,2.97,4/10/23,TRUE,Mid
326539115,92562615,D,2.96,4/12/23,FALSE,Assignment
577761929,43909650,B,2.15,25/10/2023,TRUE,Mid
873543496,82793885,A,0.99,27/10/2023,TRUE,Final
359791898,82760333,C,3.62,6/10/23,FALSE,Mid
879731223,88388751,C,3.36,15/05/2023,TRUE,Mid
854618312,28493862,A,0.02,30/12/2023,TRUE,Mid
390743455,63696511,A,2.74,2/6/23,FALSE,Mid
119489706,17662762,A,0.96,20/12/2023,FALSE,Final
115742365,38956569,B,3.28,14/01/2023,TRUE,Mid
680116187,80065857,D,0.74,14/09/2023,TRUE,Mid
163501264,28390204,A,2.46,28/12/2023,FALSE,Mid
152300020,83802305,C,0.52,30/12/2023,TRUE,Final
647419211,28327741,A,0.41,19/06/2023,FALSE,Final
970296016,21438520,A,1.17,31/12/2023,TRUE,Mid
561488811,86097674,D,0.98,2/9/23,TRUE,Mid
513952932,98947224,A,1.52,22/04/2023,FALSE,Mid
606039269,58512409,B,1.35,17/10/2023,FALSE,Assignment
918303527,93650449,B,2.83,24/03/2023,TRUE,Mid
538605530,37245072,C,0.39,8/2/23,TRUE,Mid
755230597,82970296,C,2.02,28/05/2023,TRUE,Final
690113861,65576182,C,3.1,4/11/23,TRUE,Final
905642366,82501553,C,1.59,23/10/2023,FALSE,Assignment
423845533,85828847,C,1.57,30/07/2023,TRUE,Mid
360473531,96003322,A,0.77,6/5/23,FALSE,Mid
698593294,23244347,B,3.07,13/05/2023,FALSE,Final
443519541,92924897,F,0.47,6/10/23,FALSE,Final
898368350,65252819,C,3.5,20/10/2023,TRUE,Final
792850951,97965570,B,2.29,18/09/2023,TRUE,Assignment
551063344,13753081,B,2.37,29/07/2023,TRUE,Final
117976474,32229421,C,3.35,10/8/23,TRUE,Final
419903126,64256202,C,2.9,12/4/23,FALSE,Mid
732726886,11451644,C,0.35,12/10/23,FALSE,Mid
145223710,68238838,C,2.76,2/2/23,FALSE,Assignment
349829116,87044199,A,0.81,26/07/2023,TRUE,Final
330768362,70607363,A,1.08,30/04/2023,TRUE,Assignment
989769677,21152491,B,3.27,19/05/2023,FALSE,Final
978970923,18838444,D,3.15,30/06/2023,FALSE,Mid
531927919,98260925,C,2.64,21/02/2023,TRUE,Mid
305361852,32040366,C,3.58,30/12/2023,TRUE,Mid
875686242,90421723,C,2.38,20/06/2023,FALSE,Final
915111657,20874656,A,2.63,4/7/23,FALSE,Assignment
799967030,82813015,B,0.7,6/8/23,TRUE,Final
973736629,67815396,B,0.91,11/2/23,TRUE,Mid
832574352,77020316,C,3.87,18/04/2023,TRUE,Final
856642565,69375699,B,3.05,8/5/23,TRUE,Mid
428523621,97905086,C,1.66,25/09/2023,FALSE,Final
189106010,23948463,B,3.85,25/08/2023,TRUE,Mid
683808485,11287768,B,3.6,7/7/23,FALSE,Final
989292531,63451047,C,1.61,30/12/2023,FALSE,Final
977833844,36039156,A,0.72,15/09/2023,TRUE,Assignment
205156730,25247257,A,3.17,17/08/2023,TRUE,Mid
176525314,92535782,A,3.83,31/12/2023,TRUE,Mid
115031146,36163113,B,0.15,19/03/2023,TRUE,Final
594777439,89566760,B,1.73,31/10/2023,FALSE,Final
640760057,81576484,B,3.72,26/06/2023,TRUE,Final
734549602,24495336,D,0.09,20/10/2023,TRUE,Final
995008742,72322277,C,1.86,17/01/2023,TRUE,Mid
930415281,75554555,B,3.27,16/08/2023,FALSE,Mid
732736281,67844137,B,2.99,1/9/23,TRUE,Mid
275207234,68657431,B,3.7,17/02/2023,TRUE,Assignment
789722566,69309857,D,1.58,27/09/2023,FALSE,Assignment
864881232,49937755,B,0.21,21/08/2023,FALSE,Final
255653270,44747804,C,3.54,10/9/23,TRUE,Final
511501747,27530441,A,0.14,12/11/23,TRUE,Assignment
380978053,60317904,A,1.12,10/1/23,TRUE,Mid
589789338,72307458,C,1.56,5/7/23,TRUE,Final
594519802,65006408,A,2.3,16/08/2023,TRUE,Assignment
596169702,50290774,B,1.75,12/8/23,TRUE,Mid
354370007,73923076,B,0.07,14/07/2023,TRUE,Final
726210209,63196034,C,1.92,3/10/23,TRUE,Final
744367305,20304085,C,2.24,30/12/2023,FALSE,Final
422966165,46730816,A,2.39,19/12/2023,FALSE,Final
236367295,49488802,C,2.93,5/4/23,FALSE,Mid
727803271,29303586,C,0.17,3/5/23,FALSE,Mid
136994144,25886472,B,1,7/6/23,TRUE,Final
408003137,37464658,C,3.93,8/11/23,TRUE,Final
184833079,65816345,B,2.28,21/02/2023,TRUE,Mid
300890347,45835289,C,1.86,17/03/2023,FALSE,Assignment
640853661,43824236,B,3.11,16/12/2023,TRUE,Mid
886787038,95793120,A,1.75,23/06/2023,FALSE,Assignment
389889694,48220980,C,2.77,26/03/2023,FALSE,Mid
613545711,64080086,B,3.37,22/07/2023,FALSE,Mid
792456626,26621291,A,3.99,9/3/23,TRUE,Final
310238726,39643742,C,2.54,3/4/23,FALSE,Mid
912380463,45210174,B,2.11,23/11/2023,TRUE,Mid
418670129,98294954,C,3,21/11/2023,TRUE,Mid
248007651,58126763,B,2.33,19/09/2023,TRUE,Final
786375051,48750250,C,3.91,20/01/2023,TRUE,Mid
531117850,17074445,C,1.92,24/03/2023,TRUE,Assignment
731663176,64056140,D,1.34,28/10/2023,TRUE,Final
739120685,44403890,A,0.53,21/06/2023,FALSE,Final
259714014,54579216,A,1.97,22/04/2023,TRUE,Final
928089183,56575444,A,3.04,18/04/2023,TRUE,Final
940495242,99628623,B,0.07,21/08/2023,TRUE,Assignment
116276059,20754341,B,3.87,13/10/2023,TRUE,Mid
125752224,83638203,A,1.18,22/07/2023,TRUE,Mid
807129269,71223238,D,3.93,4/2/23,FALSE,Assignment
654554112,32722288,B,1.25,8/12/23,FALSE,Mid
822518707,30104328,C,0.15,5/4/23,FALSE,Assignment
390863754,33529746,C,1.35,20/06/2023,FALSE,Mid
892929095,60080777,B,2.1,18/01/2023,TRUE,Assignment
438676095,79883428,C,1.66,25/12/2023,TRUE,Assignment
873858804,36252501,C,1.05,20/06/2023,FALSE,Final
495294350,29164278,A,0.05,9/11/23,FALSE,Mid
901813647,94990139,B,0.38,1/10/23,TRUE,Mid
131367210,73082437,C,0.19,20/11/2023,TRUE,Final
433836723,34968451,C,2.03,20/03/2023,TRUE,Final
288902107,51571893,C,3.79,19/02/2023,FALSE,Final
651158722,47493675,F,0.04,27/01/2023,TRUE,Mid
171453014,47085219,B,0.75,2/6/23,FALSE,Assignment
922255627,88136924,C,1.83,7/10/23,FALSE,Final
682733822,26397047,B,3.63,30/08/2023,FALSE,Assignment
865874543,53788099,B,3.71,27/11/2023,TRUE,Mid
962351340,26212393,A,1.59,1/4/23,FALSE,Mid
295286719,33596880,A,3.41,25/02/2023,FALSE,Mid
725449609,97044902,A,2.44,15/07/2023,FALSE,Final
965069533,32523359,C,2.61,23/10/2023,TRUE,Final
550675221,89630274,A,1.53,25/05/2023,TRUE,Mid
757891718,86785214,B,2.69,11/9/23,FALSE,Mid
736733916,40712685,B,3.63,14/08/2023,FALSE,Final
929717958,69088467,A,2.44,8/8/23,TRUE,Assignment
330437062,38430883,C,2.41,18/01/2023,FALSE,Assignment
308149533,27297810,F,1.43,16/07/2023,TRUE,Mid
268934797,49475853,C,3.54,4/3/23,FALSE,Final
207433341,90300401,A,3.31,30/09/2023,TRUE,Assignment
663615931,32713170,C,1.41,30/04/2023,TRUE,Mid
970314668,37444193,B,0.96,1/10/23,TRUE,Mid
776981594,67392023,B,1.8,21/01/2023,TRUE,Mid
169649549,61549478,A,0.26,28/05/2023,FALSE,Final
677274826,72563886,B,0.09,26/01/2023,TRUE,Final
741635606,36924883,C,2.93,15/11/2023,FALSE,Final
325894661,50332684,B,2.67,24/11/2023,FALSE,Final
786108655,91154916,C,2.05,10/12/23,TRUE,Final
682809978,91399173,A,3.78,1/5/23,TRUE,Final
970090076,63317611,C,0.55,14/07/2023,FALSE,Final
321684000,95459033,A,2.4,7/6/23,FALSE,Final
731251756,16347688,C,2.33,22/04/2023,TRUE,Assignment
514570439,49373779,C,1.79,11/10/23,TRUE,Assignment
571520970,24350545,A,3.58,3/2/23,TRUE,Final
329634575,36732897,C,2.73,22/01/2023,TRUE,Final
151781640,94212954,B,2.57,6/11/23,TRUE,Final
743098957,96399718,A,2.93,7/9/23,TRUE,Mid
610686379,92511531,C,1.1,14/10/2023,TRUE,Final
665464940,63261492,F,1.94,27/09/2023,TRUE,Assignment
307725357,59756496,B,2.12,26/06/2023,TRUE,Final
197940042,18967868,F,3.67,2/4/23,TRUE,Assignment
319160487,38212948,C,3.59,20/01/2023,FALSE,Mid
439583216,37496316,B,2.16,29/04/2023,TRUE,Mid
451294239,37475721,A,1.22,1/2/23,FALSE,Final
321684703,57623423,B,1.16,1/6/23,TRUE,Final
254782737,47509145,C,1.21,21/02/2023,TRUE,Mid
753229064,29310828,B,0.74,11/7/23,FALSE,Final
120501168,41647155,B,1.73,11/10/23,FALSE,Assignment
183668865,80357686,A,3.08,13/02/2023,TRUE,Assignment
963740597,48952251,F,2.49,7/9/23,FALSE,Mid
713633442,70829972,A,2.37,30/01/2023,FALSE,Final
208005433,70187366,F,2.47,2/10/23,FALSE,Assignment
582906896,72160042,C,2.2,22/09/2023,FALSE,Mid
674685923,69086915,D,1.82,13/11/2023,FALSE,Assignment
896023762,89006147,B,0.95,8/3/23,FALSE,Final
800382936,71098683,D,0.68,25/09/2023,TRUE,Final
391238726,58351241,C,2.61,25/04/2023,FALSE,Assignment
502241682,86600999,C,1.53,22/09/2023,FALSE,Mid
639555485,47902717,C,2.22,12/11/23,TRUE,Mid
506920887,86799604,B,2.2,15/02/2023,TRUE,Assignment
659206587,60907682,B,2.05,30/07/2023,TRUE,Mid
915219317,75937232,B,2.44,12/12/23,FALSE,Mid
431812914,59411231,A,3.39,21/06/2023,TRUE,Assignment
718864625,20725256,C,3.14,25/09/2023,FALSE,Final
706157794,80157141,C,0.59,14/04/2023,TRUE,Assignment
338339656,91369082,B,2.77,19/08/2023,FALSE,Assignment
806620924,48198454,D,1.91,25/05/2023,FALSE,Assignment
119442848,83898378,B,1.35,2/11/23,TRUE,Mid
956234612,52414422,C,3.72,30/09/2023,FALSE,Mid
651836853,98717525,F,2.54,18/01/2023,TRUE,Final
964117327,72142546,B,2.18,7/11/23,FALSE,Final
230123117,13877740,C,1.51,21/11/2023,TRUE,Final
610344077,93971469,B,1.49,5/9/23,FALSE,Mid
134822549,68473498,B,2.23,15/01/2023,FALSE,Assignment
641159418,15816296,C,3.86,8/10/23,TRUE,Mid
468963563,41900745,F,3.29,1/10/23,FALSE,Mid
216819890,70499724,A,2.45,2/8/23,FALSE,Mid
202958295,47657528,C,1.02,21/04/2023,TRUE,Mid
535525014,40342615,A,3.42,12/1/23,FALSE,Final
900738126,32745626,B,1.86,26/06/2023,FALSE,Final
545407167,20165363,C,0.08,17/01/2023,FALSE,Mid
362061707,41934664,C,0.91,21/06/2023,FALSE,Final
680356621,52910482,B,0.44,31/05/2023,FALSE,Mid
806262538,19484080,D,3.5,27/05/2023,TRUE,Mid
408606466,27614298,C,0.61,17/02/2023,FALSE,Assignment
667045695,35067570,B,3.3,25/09/2023,TRUE,Mid
556396673,80195393,B,2.71,16/11/2023,TRUE,Mid
631873187,16910439,C,2.4,2/7/23,TRUE,Mid
245361468,31112245,B,2.14,26/11/2023,FALSE,Mid
326618304,92721945,C,2.3,11/9/23,FALSE,Mid
647169160,36077640,A,1.1,1/4/23,FALSE,Mid
719458452,56693432,B,1.76,29/06/2023,TRUE,Mid
240915296,87945381,A,1.65,17/01/2023,TRUE,Final
386881035,31865651,B,0.23,24/07/2023,FALSE,Mid
818731284,41664829,D,3.14,13/08/2023,TRUE,Final
580444338,38055022,B,2.21,5/3/23,TRUE,Assignment
295165838,46452484,A,2.94,30/06/2023,FALSE,Assignment
930239290,47025331,A,2.11,20/07/2023,TRUE,Final
398621631,35987224,A,0.64,6/8/23,FALSE,Final
332494893,38524115,C,2.77,18/06/2023,TRUE,Assignment
390801172,65011587,C,0.77,3/4/23,TRUE,Final
487705821,35965206,C,2.67,21/09/2023,FALSE,Mid
985205856,84686536,C,2.37,9/9/23,TRUE,Assignment
664692356,21360876,B,2.65,4/7/23,FALSE,Assignment
760437787,55005601,C,0.7,8/11/23,TRUE,Mid
698194440,21169475,B,1.96,3/4/23,FALSE,Final
437750486,56214526,C,0.68,9/7/23,FALSE,Final
468530570,77772251,A,2.22,3/11/23,FALSE,Final
803425218,12202032,A,3.23,2/9/23,TRUE,Mid
761399343,81340445,D,1.8,17/02/2023,FALSE,Assignment
199671095,81868354,C,3.46,16/07/2023,TRUE,Assignment
582267145,94566591,B,2.49,22/01/2023,TRUE,Mid
190039364,63891284,D,2.28,11/8/23,FALSE,Final
930764009,55727968,D,2.92,8/6/23,FALSE,Mid
659283653,64484208,B,0.8,18/10/2023,FALSE,Mid
926174975,33857365,B,3.85,23/07/2023,TRUE,Mid
880553627,37904953,C,2.22,25/01/2023,TRUE,Assignment
653582925,19751194,B,0.89,15/06/2023,TRUE,Mid
587956010,58254027,F,3.07,16/09/2023,FALSE,Assignment
948937260,74506996,A,1.01,12/12/23,TRUE,Final
928136921,95751720,C,1.45,31/08/2023,TRUE,Final
511737922,59078205,B,1.41,29/04/2023,FALSE,Final
882743137,59199256,B,0.45,23/05/2023,TRUE,Assignment
724638607,65295352,C,3.04,2/8/23,TRUE,Assignment
164893314,95521976,C,0.05,8/12/23,TRUE,Mid
533625641,23956901,D,1.56,11/8/23,TRUE,Final
388635826,87331803,C,1.73,26/04/2023,TRUE,Final
470861530,17760006,B,3.67,1/12/23,TRUE,Mid
709518532,48627652,B,0.97,18/04/2023,TRUE,Final
856718502,99693122,F,3.83,3/10/23,FALSE,Mid
760484162,79069652,A,1.74,10/3/23,FALSE,Assignment
135350242,80036703,A,0.68,20/01/2023,FALSE,Final
212028792,70248666,B,0.39,23/07/2023,TRUE,Final
294396062,94365399,C,1.06,8/12/23,TRUE,Mid
168143640,56419467,D,0.74,8/11/23,TRUE,Assignment
173591505,57219825,B,1.13,15/10/2023,FALSE,Mid
179569475,48809013,C,0.66,2/2/23,FALSE,Final
578332427,95618795,A,3.27,6/3/23,FALSE,Mid
250698133,77315712,C,3.24,11/10/23,FALSE,Final
571154798,32035675,B,2.89,7/4/23,FALSE,Final
832028460,65922715,C,2.87,17/03/2023,FALSE,Mid
958449585,15556481,C,2.74,15/03/2023,TRUE,Mid
727300367,46046428,A,3.64,25/12/2023,TRUE,Final
907900972,84642296,B,3.24,15/11/2023,FALSE,Final
517405886,83570025,C,3.85,6/5/23,TRUE,Final
469579069,99863941,B,0.79,14/08/2023,FALSE,Final
743726662,46396027,C,3.14,6/3/23,TRUE,Mid
146150187,11339956,C,2.55,13/10/2023,FALSE,Assignment
596438412,87655032,C,2.28,27/01/2023,TRUE,Assignment
380399124,87985334,C,2.09,16/02/2023,TRUE,Final
565608173,38170465,C,2.68,31/05/2023,FALSE,Final
893057938,45046447,B,0.23,2/4/23,FALSE,Mid
774922481,52909197,C,1.33,13/05/2023,FALSE,Assignment
889888043,14125730,A,1.78,15/09/2023,TRUE,Assignment
484886470,49619681,F,2.57,11/10/23,TRUE,Mid
493045402,50471091,C,2.79,3/5/23,FALSE,Mid
168138672,88204328,B,2.86,16/03/2023,TRUE,Mid
746175105,58534055,F,3.4,19/03/2023,TRUE,Final
352564232,88459737,D,2.43,1/9/23,FALSE,Mid
163519204,50586165,B,3.02,26/02/2023,FALSE,Assignment
624010447,84082975,C,2.38,16/08/2023,FALSE,Assignment
227129050,76070685,B,1.33,19/12/2023,FALSE,Mid
487107729,30311493,C,3.65,22/06/2023,FALSE,Assignment
501453935,16341447,B,1.44,4/12/23,FALSE,Final
800941850,78665098,D,3.57,21/09/2023,TRUE,Assignment
224550727,22185031,B,3.6,11/4/23,TRUE,Mid
329597843,15649282,A,1.03,7/11/23,TRUE,Mid
722055557,81461779,B,0.24,9/10/23,TRUE,Mid
203920448,31381570,C,0.39,7/12/23,TRUE,Assignment
912327836,93469121,B,1.32,21/08/2023,FALSE,Mid
327696683,29991839,C,3.72,28/07/2023,FALSE,Assignment
148044534,26220569,B,0.38,2/7/23,TRUE,Final
819347809,89734945,C,2.4,13/12/2023,TRUE,Final
949902729,92718748,C,3.25,24/11/2023,TRUE,Mid
623099770,46628311,D,0.39,21/08/2023,FALSE,Mid
419372998,76877715,A,2.46,8/6/23,FALSE,Final
547641858,35766227,C,1.56,5/9/23,FALSE,Mid
428934115,67521998,B,3.67,5/8/23,TRUE,Final
484816416,68267996,B,3.37,7/4/23,TRUE,Mid
134198709,94600455,B,3.33,29/03/2023,FALSE,Assignment
221672207,66360774,C,3.45,23/02/2023,FALSE,Final
421221049,26553245,A,3.88,27/07/2023,TRUE,Final
680407758,88921876,C,0.73,9/2/23,FALSE,Final
551110805,90092848,B,3.77,26/10/2023,FALSE,Final
539235545,65978126,B,2.68,16/07/2023,FALSE,Mid
479627512,57481948,A,1.05,19/07/2023,TRUE,Assignment
564326392,23824054,A,3.64,6/7/23,TRUE,Final
495203873,60041428,C,0.79,5/11/23,FALSE,Mid
279080498,38762267,B,3.31,17/12/2023,FALSE,Mid
239066433,69634383,A,2.38,10/7/23,FALSE,Final
305382129,19406136,B,0.23,22/04/2023,FALSE,Mid
147980894,58431685,F,2.3,6/3/23,FALSE,Assignment
639807619,66967943,C,0.59,31/12/2023,FALSE,Final
299637540,15399773,A,1.23,24/08/2023,FALSE,Final
577301016,14924560,A,1.1,8/8/23,TRUE,Final
400665053,37399296,B,0.76,13/01/2023,FALSE,Final
347328838,88707400,B,2.99,14/10/2023,TRUE,Final
802725670,17453237,C,2.72,12/5/23,FALSE,Mid
844645275,52071360,B,0.42,11/7/23,FALSE,Mid
629092854,90528527,F,0.37,12/1/23,TRUE,Mid
902229736,61642612,A,2.79,2/2/23,TRUE,Assignment
368499202,93285131,C,0.07,18/02/2023,TRUE,Assignment
635396057,24461475,F,1.04,11/5/23,FALSE,Mid
820157287,44179469,A,1.5,25/11/2023,FALSE,Mid
575286256,16923405,C,3.36,26/05/2023,TRUE,Final
238419392,21508228,B,3.43,13/06/2023,FALSE,Final
589455792,80713681,B,1.99,17/07/2023,FALSE,Final
862336842,64764889,C,2.74,13/03/2023,FALSE,Assignment
742331775,71226089,B,1.87,25/07/2023,FALSE,Mid
474376219,93575190,B,2.44,19/04/2023,TRUE,Mid
402707736,22449369,C,2.7,1/12/23,FALSE,Assignment
118295065,43142798,A,1.32,23/12/2023,FALSE,Final
534056918,72996331,C,0.28,29/10/2023,FALSE,Final
600472385,66695294,C,2.79,26/04/2023,TRUE,Final
381359483,58232977,C,1.2,4/11/23,TRUE,Final
714151373,67504771,C,0.25,1/6/23,TRUE,Assignment
635160026,70404169,A,0.15,12/2/23,FALSE,Mid
492891081,49764053,C,1.71,22/08/2023,TRUE,Final
933060644,52240723,C,1.77,2/12/23,TRUE,Final
685943324,37333077,C,0.33,6/4/23,FALSE,Assignment
962301323,66957219,C,0.54,13/09/2023,FALSE,Mid
836214704,40245701,A,2.39,9/12/23,TRUE,Assignment
124698495,97484872,C,2.38,12/7/23,TRUE,Final
179026408,65048642,C,0.1,22/07/2023,FALSE,Final
995133576,92794580,C,2.25,7/8/23,FALSE,Mid
508765438,69178223,A,2.58,21/12/2023,FALSE,Mid
953434051,54959404,C,3.37,19/03/2023,FALSE,Assignment
660428045,56541188,B,0.75,6/6/23,FALSE,Assignment
885200821,16245796,C,0.67,18/10/2023,TRUE,Mid
214234891,75456323,C,1.01,30/06/2023,FALSE,Final
281482805,52928671,C,3.71,16/07/2023,FALSE,Mid
495784591,36539243,A,0.47,3/3/23,TRUE,Mid
236016890,61204006,C,2.61,26/04/2023,FALSE,Mid
214623715,52225309,A,1.03,12/8/23,FALSE,Final
904310205,55078453,C,1.55,4/7/23,TRUE,Assignment
372147983,42817129,D,3.64,11/1/23,TRUE,Assignment
560784532,83305280,A,3.91,27/04/2023,FALSE,Final
211861751,77403578,B,0.18,16/04/2023,FALSE,Mid
239096324,56043595,B,1.07,19/03/2023,FALSE,Final
984124761,73794972,C,3.7,22/08/2023,FALSE,Assignment
806806056,75614172,B,2.37,28/11/2023,FALSE,Assignment
434314345,77991949,B,0.37,6/7/23,TRUE,Mid
294988911,97664331,C,3.48,18/02/2023,TRUE,Final
463825625,64338398,A,3.5,10/12/23,FALSE,Mid
650791564,93984543,C,3.67,9/11/23,TRUE,Assignment
856057622,72800479,B,3.11,27/10/2023,FALSE,Final
805463757,13065156,B,0.37,10/8/23,FALSE,Assignment
122391219,38354550,B,0.4,6/2/23,FALSE,Mid
889982962,21974881,B,1.76,5/10/23,FALSE,Final
716470554,55853278,B,0.38,26/03/2023,FALSE,Final
940138852,58042213,B,2.04,16/02/2023,TRUE,Final
326346034,95624172,F,0.67,17/11/2023,FALSE,Mid
911199347,83598396,B,1.25,18/01/2023,FALSE,Final
155563276,52797983,C,1.37,29/08/2023,TRUE,Mid
627132700,57219908,A,0.77,25/04/2023,FALSE,Assignment
136912140,83989271,B,0.08,14/08/2023,FALSE,Mid
406677923,21840884,C,1.74,10/12/23,TRUE,Final
807349979,83683466,B,0.93,9/9/23,TRUE,Final
368425146,51120214,C,3.47,7/9/23,FALSE,Mid
956344932,42399121,B,0.38,6/5/23,FALSE,Assignment
676056825,54812472,B,1.22,23/04/2023,TRUE,Final
480568461,55121907,C,0.12,23/08/2023,TRUE,Final
478156590,99068931,C,3.35,18/12/2023,TRUE,Mid
482253075,35149547,C,0.01,4/9/23,FALSE,Final
671779311,62991032,C,3.31,1/11/23,FALSE,Final
845374664,37830992,D,1.14,14/01/2023,TRUE,Final
305015471,85024505,C,2.8,13/10/2023,TRUE,Assignment
694048463,59966688,C,1.08,18/06/2023,TRUE,Final
120175282,66904299,F,0.8,27/03/2023,FALSE,Final
330696821,16882169,B,2.33,20/11/2023,FALSE,Final
386198054,13933089,C,2.63,1/8/23,TRUE,Mid
709975538,63628593,F,0.12,2/10/23,TRUE,Final
558971925,83146384,C,0.81,6/7/23,FALSE,Assignment
783476893,86231362,A,3.78,11/1/23,TRUE,Final
877242142,63700548,F,0.14,12/11/23,FALSE,Final
350563644,43213300,C,0.36,5/5/23,TRUE,Mid
185755519,44381315,A,1.98,27/06/2023,FALSE,Mid
354895318,92381268,A,3.11,26/12/2023,FALSE,Assignment
235818461,46396545,C,0.04,23/04/2023,FALSE,Final
181172252,73111014,F,2.67,2/11/23,TRUE,Mid
707560786,82636465,D,0.49,12/6/23,FALSE,Assignment
915736627,22013389,B,0.77,8/10/23,FALSE,Mid
634117309,30684565,B,2.62,17/01/2023,FALSE,Final
152472783,47519755,C,2.92,12/2/23,FALSE,Mid
990852249,56198873,C,1.1,12/10/23,FALSE,Mid
229482848,25965498,B,2.47,15/12/2023,FALSE,Final
221032807,83156925,A,2.97,25/02/2023,TRUE,Final
464126368,41658221,C,0.25,19/04/2023,TRUE,Final
739253308,30100220,A,3.7,21/01/2023,FALSE,Assignment
306975932,71864372,C,1.53,10/10/23,FALSE,Assignment
746422571,39231789,C,3.89,27/07/2023,TRUE,Final
725219590,30023226,C,0.15,10/11/23,TRUE,Final
658259625,15074959,C,1.19,20/12/2023,FALSE,Mid
827618357,69689148,F,1.05,7/3/23,TRUE,Final
659747565,41213316,B,1.24,22/05/2023,TRUE,Final
536170760,24077255,B,0.45,27/02/2023,FALSE,Final
201795352,32412624,C,1.44,28/07/2023,TRUE,Final
483547611,40655155,D,1.53,13/07/2023,TRUE,Final
957309491,23838645,A,1.98,10/7/23,TRUE,Mid
218364113,93006989,C,1.81,22/04/2023,TRUE,Assignment
648996464,53516064,F,3.89,12/2/23,TRUE,Assignment
206757044,91434822,B,3.22,18/06/2023,FALSE,Mid
342462400,92410629,C,3.87,10/6/23,FALSE,Final
847417313,11919458,A,1.4,22/08/2023,FALSE,Assignment
681292306,87084094,C,0.89,10/4/23,TRUE,Mid
515358773,85663360,A,1.75,15/03/2023,TRUE,Mid
728188184,69529278,B,3.64,12/2/23,TRUE,Final
884671356,62821643,F,1.04,20/10/2023,FALSE,Mid
414304153,69569287,B,0.6,9/7/23,FALSE,Mid
793793686,87773130,A,2.25,12/7/23,TRUE,Final
757312878,87018971,C,0.05,30/08/2023,TRUE,Assignment
379750096,25646021,C,2.32,17/05/2023,FALSE,Final
787758183,82213071,F,2.46,11/10/23,TRUE,Mid
193678694,21351314,C,0.14,23/06/2023,TRUE,Mid
741623365,22551149,C,2.57,5/9/23,TRUE,Final
649386978,43606336,B,3.63,7/7/23,FALSE,Mid
721993233,55732392,C,0.29,12/2/23,TRUE,Mid
332429603,19210227,F,2.85,11/6/23,TRUE,Mid
428724288,80960358,C,1.25,12/6/23,TRUE,Final
732205704,28426881,F,2.6,23/03/2023,TRUE,Assignment
206963997,17936681,B,3.47,25/01/2023,TRUE,Mid
315498352,63960433,B,0.84,14/12/2023,FALSE,Mid
828765250,90890691,C,1.92,10/1/23,FALSE,Final
280815697,68664858,C,1.33,10/9/23,FALSE,Final
856213028,92139342,A,1.43,29/06/2023,FALSE,Assignment
757876256,93510784,B,2.87,6/2/23,TRUE,Final
837400139,38919843,B,1.97,16/03/2023,FALSE,Final
717452382,95640054,D,3.68,20/02/2023,TRUE,Final
449519381,81740232,C,0.37,20/08/2023,FALSE,Final
394888355,39731268,A,0.76,4/12/23,FALSE,Final
810740364,74666647,C,1.88,8/9/23,TRUE,Mid
751085867,44043364,B,3.34,16/07/2023,TRUE,Final
114441277,82943067,C,3.34,19/01/2023,TRUE,Mid
978440025,86545839,F,1.85,19/06/2023,TRUE,Mid
512183060,66685450,C,1.99,2/2/23,FALSE,Mid
491578518,80964563,A,3.44,28/02/2023,FALSE,Mid
493143929,51635654,C,2.9,22/12/2023,TRUE,Mid
786197624,86833873,B,3.62,20/11/2023,FALSE,Assignment
365931285,71080109,C,2.13,25/04/2023,TRUE,Mid
689969767,14033638,C,2.79,28/06/2023,FALSE,Final
135808069,76753232,B,3.35,23/05/2023,TRUE,Final
241330098,42444707,C,1.5,21/04/2023,TRUE,Assignment
338049452,48819676,D,1.82,15/10/2023,FALSE,Final
803167024,22381806,C,3.57,4/6/23,TRUE,Mid
328570526,25829378,C,0.45,23/09/2023,TRUE,Mid
836074317,15089487,C,1.13,21/01/2023,FALSE,Final
923953068,47465572,A,2.05,5/10/23,TRUE,Final
973451774,92537296,C,1.91,7/10/23,FALSE,Assignment
790788068,90865483,A,3.05,8/7/23,FALSE,Final
